Country,City,House_Type,Income_Level,Market_Status,PPP_Index,Price_2015,Price_2020,Price_2025,Growth_Rate_%,Inflation_%,Interest_Rate_%,Population_Growth_%,Inaffordability_Ratio
Indonesia,Jakarta,Apartment,Low,Stable,0.37,150894,214348,304484,8.41,7.37,1.3,3.34,8.06
Mexico,Mexico City,Townhouse,Middle,Stable,0.79,481016,702863,1027026,9.22,7.1,4.19,2.44,8.54
Russia,New York,Townhouse,Low,Stable,0.59,306612,361851,427042,3.6,2.86,4.37,3.09,11.25
South Africa,Cape Town,Apartment,Middle,Declining,0.71,339271,375461,415511,2.13,7.43,6.12,3.23,10.15
Spain,Madrid,Apartment,Middle,Booming,0.53,288129,454743,717704,11.57,2.54,7.15,3.87,5.71
China,Shenzhen,Villa,Low,Booming,1.08,470146,686835,1003395,9.22,3.39,4.01,0.63,10.48
China,Shanghai,Apartment,High,Stable,1.06,334720,416355,517899,4.88,2.46,7.78,3.04,11.21
Spain,Barcelona,Townhouse,High,Declining,0.96,422913,617569,901820,9.21,5.78,4.84,3.66,8.86
Canada,Montreal,Villa,High,Stable,0.66,87561,105939,128175,4.2,5.26,3.48,1.27,7.75
China,Shenzhen,Townhouse,Low,Booming,0.45,410185,539968,710815,6.33,5.44,2.33,1.64,6.69
USA,Moscow,Condo,High,Declining,1.03,396572,465035,545318,3.45,5.7,3.19,3.96,11.57
USA,Moscow,Apartment,Low,Stable,0.81,364506,543401,810095,9.82,6.33,7.3,3.85,8.37
Mexico,Monterrey,Villa,Middle,Stable,0.87,432171,613009,869516,8.37,6.4,3.11,1.8,4.33
Italy,Rome,Villa,High,Stable,0.76,255077,407726,651725,11.97,5.67,8.08,1.67,10.48
France,Marseille,Villa,High,Declining,0.85,363647,440717,534121,4.24,5.29,6.71,2.56,11.24
Canada,Vancouver,Townhouse,Middle,Stable,1.11,486943,690040,977845,8.34,7.83,8.49,1.45,6.85
Germany,Berlin,Condo,Low,Declining,0.51,51889,59850,69032,3.07,2.02,7.48,1.99,5.81
Germany,Frankfurt,Villa,Middle,Declining,0.99,424619,673622,1068644,11.73,5.85,5.15,1.57,5
Italy,Rome,Villa,Middle,Stable,0.49,234135,373559,596006,11.91,2.01,2.77,1.16,9.45
Indonesia,Jakarta,Apartment,Low,Declining,0.62,255767,289463,327598,2.63,4.43,1.93,2.37,3.88
Mexico,Monterrey,Apartment,Low,Declining,1.01,304971,441653,639594,8.96,4.51,4.43,0.84,7.71
France,Lyon,Apartment,High,Booming,0.76,260646,379835,553528,9.15,7,7.76,1,8.6
India,Mumbai,Condo,High,Declining,0.37,362580,456855,575643,5.2,2.79,8.76,2.65,6.19
India,Delhi,Villa,Low,Declining,0.33,291790,454542,708074,11.16,5.58,9.74,0.98,8.11
Brazil,Rio de Janeiro,Townhouse,High,Booming,1.02,286493,315167,346711,2,5.5,6.51,3.05,9.85
USA,Kazan,Apartment,High,Stable,0.99,348550,407349,476067,3.37,4.43,7.99,3.84,3.71
Japan,Yokohama,Townhouse,Middle,Declining,0.78,190635,223799,262733,3.48,5.03,6.45,0.53,10.02
USA,Saint Petersburg,Villa,Middle,Stable,1.04,484480,556839,640005,2.99,5.57,4.84,1.67,8.09
Germany,Frankfurt,Townhouse,Low,Booming,1,60374,95582,151322,11.66,6.86,7.76,3.16,6.5
Germany,Munich,Condo,High,Declining,0.98,224047,345993,534313,10.89,3.06,3.63,2.43,5.87
Indonesia,Surabaya,Condo,High,Booming,0.68,271590,413087,628303,10.42,5.14,4.26,1.37,6.68
China,Shanghai,Condo,Low,Booming,0.76,385752,430721,480934,2.33,3.33,4.42,1.76,6.53
Australia,Brisbane,Villa,Middle,Stable,1.01,195869,259732,344415,6.52,5.74,3.09,3.02,7.92
Italy,Milan,Apartment,Low,Declining,0.7,414403,490621,580857,3.68,7.3,6.05,2.63,10.88
South Africa,Durban,Townhouse,Low,Stable,1.04,320703,469590,687599,9.29,4.6,5.93,0.72,3.81
China,Beijing,Apartment,High,Stable,1.05,76852,87855,100433,2.86,6.77,1.01,1.49,8.26
UAE,Abu Dhabi,Condo,Middle,Declining,0.84,399719,530930,705213,6.57,5.06,7.53,2.25,8.48
Italy,Rome,Apartment,Middle,Declining,1.11,230653,291042,367243,5.24,2.02,6.52,0.6,7.54
Japan,Tokyo,Condo,Low,Declining,1.02,297464,356452,427136,3.97,6.72,3.43,3.07,8.49
UAE,Abu Dhabi,Condo,Middle,Declining,0.45,457310,530642,615732,3.21,7.94,1.07,1.42,4.8
Japan,Osaka,Townhouse,Middle,Declining,0.31,379566,543304,777677,8.63,6.75,3.31,2.06,8.93
Brazil,Rio de Janeiro,Apartment,Middle,Declining,0.7,363797,508837,711703,7.97,2.69,8.03,3.02,8.9
Germany,Munich,Apartment,High,Stable,0.44,170598,216020,273534,5.32,3.68,3.05,3.32,8.74
Spain,Madrid,Apartment,High,Stable,0.81,151679,235852,366736,11.1,3.15,8.15,3.88,9.54
Mexico,Guadalajara,Apartment,High,Booming,1.19,342973,401142,469177,3.39,3.22,3.92,0.52,9.14
Germany,Berlin,Townhouse,Low,Booming,0.54,416832,520017,648745,4.95,4.88,9.69,1.35,9.49
UAE,Dubai,Condo,Low,Stable,0.98,149449,198102,262594,6.51,4.1,7.95,2.68,7.28
USA,Kazan,Villa,High,Declining,1,155820,228197,334193,9.29,7.19,8.91,3.24,6.67
South Korea,Seoul,Apartment,Middle,Booming,1.18,220817,309419,433571,8.02,2.97,9.82,2.96,9.78
India,Mumbai,Villa,Middle,Stable,0.36,393538,580901,857466,9.52,6.03,3.63,2.21,3.99
Australia,Melbourne,Townhouse,Low,Booming,0.72,159721,198374,246381,4.84,2.98,3.07,0.77,11.28
China,Shanghai,Villa,Low,Stable,0.78,228534,307210,412972,6.89,5.77,9.3,1.13,5.66
China,Shenzhen,Townhouse,Low,Booming,1.18,217037,230582,244972,1.25,2.89,1.24,3.96,5.51
Spain,Barcelona,Villa,Low,Declining,1.13,498149,687402,948555,7.6,2.2,1.73,2.19,6.66
Japan,Yokohama,Condo,Middle,Booming,0.85,247482,386997,605164,11.27,5.21,7.24,3.64,4.32
UK,London,Townhouse,Low,Stable,0.51,98293,110757,124801,2.54,5.08,3.89,1.98,11.84
UK,Manchester,Condo,Middle,Stable,0.44,293365,323987,357804,2.09,3.91,5.75,3.81,6.52
Russia,Chicago,Condo,Middle,Declining,0.36,224673,253916,286965,2.6,3.38,6.56,0.74,7.18
UAE,Sharjah,Villa,Low,Booming,0.85,239836,254351,269744,1.21,7.91,4.3,3.23,5.93
Italy,Naples,Townhouse,Low,Declining,0.73,224809,278402,344772,4.77,2.13,4.24,3.61,9.21
South Africa,Durban,Villa,Middle,Stable,0.43,316020,486900,750180,10.81,6.2,2.34,3.54,5.71
Spain,Madrid,Villa,Middle,Declining,0.71,286764,435245,660605,10.36,7.59,9.37,0.53,11.3
South Africa,Johannesburg,Townhouse,Middle,Declining,0.35,169598,226116,301467,6.66,4.88,6.44,2.18,11.41
Turkey,Izmir,Apartment,High,Declining,0.52,173311,269742,419829,11.13,2.46,6.49,2.89,7.55
Turkey,Ankara,Apartment,Low,Declining,0.92,127740,194030,294721,10.38,2.84,4.61,0.76,7.91
South Korea,Seoul,Villa,Middle,Booming,0.9,473550,689789,1004771,9.13,5.25,9.39,2.17,8.05
China,Shenzhen,Townhouse,Middle,Stable,0.84,234491,354355,535488,10.22,3.11,5.99,3.03,11.14
Mexico,Mexico City,Villa,High,Booming,1.1,278933,391549,549633,8.07,4.37,5.21,3.67,11.38
Canada,Vancouver,Villa,Middle,Declining,1.11,112267,170370,258545,10.35,7.69,4.25,2.32,10.01
Australia,Sydney,Villa,Low,Stable,0.81,497068,646507,840875,6.01,6.28,8.13,2.23,10.71
France,Lyon,Villa,Low,Stable,0.79,235243,260956,289479,2.19,4.36,7.61,3.72,5.27
Italy,Rome,Condo,Low,Booming,0.62,119282,170562,243886,8.6,7.76,6.77,2.66,7.98
Mexico,Mexico City,Apartment,High,Declining,0.38,378277,522448,721568,7.62,5.97,9.09,3.24,10.03
USA,Moscow,Condo,High,Declining,1.13,495471,678649,929549,7.39,2.65,5.13,3.26,3.25
Indonesia,Jakarta,Townhouse,Low,Declining,0.35,80221,116486,169146,9.04,5.01,4.32,0.87,9.59
Brazil,Rio de Janeiro,Apartment,Middle,Stable,0.59,169396,238641,336191,8.18,5.35,4.26,2.75,5.44
Saudi Arabia,Jeddah,Apartment,High,Booming,1.02,153194,174236,198170,2.75,6.69,7.37,1.14,4.05
South Korea,Incheon,Apartment,High,Declining,1.05,399469,491344,604349,4.6,5.95,2.12,2.27,3.17
Brazil,Sao Paulo,Apartment,High,Stable,0.65,83679,109731,143894,6.23,4.53,5,0.66,6.25
Australia,Brisbane,Townhouse,Middle,Stable,0.98,216011,311779,450004,8.87,4.22,4.81,2.47,11.56
Germany,Frankfurt,Condo,High,Stable,0.4,64811,89723,124211,7.69,7.69,9.91,2.19,7.21
Italy,Milan,Condo,Low,Booming,0.88,300036,419674,587019,7.97,7.24,7.72,2.24,7.16
Spain,Valencia,Condo,Middle,Declining,0.88,255068,332042,432245,6.04,2.1,2.57,2.21,10.4
Canada,Montreal,Villa,High,Booming,0.55,285190,353558,438316,4.79,2.63,9.62,3.49,3.71
Australia,Sydney,Condo,Low,Declining,0.95,206411,329673,526543,11.94,3.81,3.15,2.49,10.52
Saudi Arabia,Riyadh,Villa,Middle,Stable,0.47,369231,400163,433686,1.68,7.51,1.73,3.7,7.42
China,Shanghai,Apartment,High,Stable,0.7,487988,778200,1241005,11.89,5.9,2.14,2.27,7.76
South Africa,Durban,Apartment,Middle,Booming,0.76,306271,324739,344320,1.21,6.27,7.41,0.9,8.13
Canada,Vancouver,Villa,Low,Declining,0.81,357103,391730,429716,1.94,5.76,3.53,2.27,9.96
Saudi Arabia,Jeddah,Condo,High,Declining,0.94,103506,142337,195735,7.5,7.81,2.41,3.49,9.32
China,Shanghai,Townhouse,Middle,Booming,1,176881,213732,258261,4.17,7.44,4.24,0.72,8.41
Australia,Melbourne,Apartment,High,Stable,0.41,408468,573065,803987,8.06,7.25,8.06,0.89,6.43
Turkey,Izmir,Villa,High,Declining,1,237804,376871,597266,11.7,6.41,1.14,3.58,3.91
UK,Birmingham,Condo,Middle,Booming,0.43,380522,580574,885801,10.51,5.22,3.6,1.73,6.09
UAE,Dubai,Condo,High,Declining,0.59,159309,220624,305537,7.7,7.4,3.76,1.15,10.55
Germany,Berlin,Apartment,High,Declining,0.97,468877,535005,610460,2.82,2.87,5.87,2.65,7.32
Italy,Milan,Condo,Middle,Declining,0.84,131171,172331,226406,6.28,5.95,4.89,2.88,7.06
Germany,Munich,Villa,Middle,Stable,0.6,186622,238129,303852,5.52,2.14,7.02,3.46,6.19
China,Shanghai,Townhouse,Middle,Stable,0.34,494049,590405,705555,3.9,2.76,4.33,3.08,5.65
UAE,Sharjah,Townhouse,Low,Stable,0.82,237002,264203,294525,2.3,3.98,7.52,2.64,4.08
Japan,Osaka,Villa,High,Declining,0.45,338330,506608,758584,9.95,4.1,6.36,1.1,5.8
Saudi Arabia,Riyadh,Villa,Low,Stable,0.32,395724,502789,638822,5.41,6.9,7.38,3.4,5.57
China,Shenzhen,Townhouse,Middle,Booming,0.47,487358,704003,1016953,8.89,7,1.12,1.74,9.69
UK,Birmingham,Apartment,Low,Stable,0.37,305303,392617,504901,5.72,2.11,3.12,1.5,4.01
Turkey,Istanbul,Villa,High,Stable,0.87,159079,191323,230102,4.05,7.39,5.2,1.87,9.51
South Africa,Cape Town,Villa,Middle,Stable,1.12,61266,79434,102988,5.93,5.66,3.87,3.2,11.74
Brazil,Brasilia,Townhouse,High,Declining,1.15,169692,199301,234076,3.49,7.74,5.13,1.23,9.36
Spain,Barcelona,Condo,High,Booming,0.56,170261,261110,400435,10.67,2.97,1.58,1.44,8.46
UAE,Sharjah,Townhouse,Middle,Booming,0.41,262218,365803,510308,7.9,7.09,3.07,3.36,5.11
South Africa,Johannesburg,Apartment,Middle,Stable,0.91,243803,271371,302056,2.26,6.29,2.96,1.12,6.22
India,Mumbai,Townhouse,High,Booming,0.89,155298,178751,205744,3.02,2.06,5.24,2,5.1
Canada,Montreal,Townhouse,Middle,Stable,0.35,243165,360739,535160,9.67,6.29,8.75,0.53,11.7
Brazil,Brasilia,Townhouse,High,Declining,0.61,495679,589333,700682,3.78,4.83,4.19,1.75,10.58
UK,Birmingham,Townhouse,High,Booming,0.97,496468,688816,955687,7.75,4.78,1.81,3.99,7.96
Mexico,Monterrey,Condo,High,Declining,0.93,233034,314886,425487,7.02,7.66,2.5,1.52,4.37
France,Paris,Apartment,Low,Declining,1.01,77920,85315,93411,1.9,3.79,5.63,1.92,3.4
France,Lyon,Apartment,High,Stable,1.16,478791,576295,693655,4.07,6.39,6.21,1.33,5.36
Indonesia,Surabaya,Villa,Low,Stable,0.74,238657,288817,349519,4.2,6.85,5.33,2.79,4.7
Saudi Arabia,Jeddah,Townhouse,High,Declining,0.78,193089,258648,346467,6.79,6.68,7.92,1.74,9.25
Russia,New York,Townhouse,Middle,Declining,1.15,331551,375192,424577,2.63,6.08,1.94,3.55,7.65
Turkey,Istanbul,Townhouse,High,Stable,0.65,75653,95280,119998,5.19,7.42,1.19,2.16,11.38
Russia,Chicago,Apartment,High,Stable,0.66,242679,332035,454294,7.36,4.78,2.52,0.56,8.49
Italy,Milan,Condo,Low,Declining,1.13,97864,114112,133057,3.32,4.22,8.28,1.44,10.94
UAE,Abu Dhabi,Apartment,High,Declining,0.35,473430,643113,873612,7.17,5.95,4.31,3.24,4.5
Mexico,Mexico City,Condo,Middle,Declining,0.34,227983,346427,526407,10.39,6.53,5.65,2.5,4.17
South Africa,Durban,Villa,High,Declining,1.06,404132,570254,804662,8.22,4.8,9.68,3.58,8.8
Germany,Berlin,Townhouse,Low,Stable,0.63,328110,448360,612680,7.33,4.37,3.76,1.92,8.17
Canada,Toronto,Villa,Low,Stable,0.69,168609,247607,363618,9.37,5.19,1.61,1.79,10.96
China,Shenzhen,Apartment,Low,Booming,0.98,195461,306092,479341,11.32,2.46,9.65,1.36,3.08
Russia,New York,Villa,High,Stable,0.69,211537,284834,383529,6.93,6.78,8.58,1.9,6.87
Australia,Melbourne,Villa,High,Stable,0.43,71396,100145,140471,8.05,2.39,7.6,2.39,4.79
India,Mumbai,Condo,Low,Booming,0.79,132349,170903,220688,5.83,6.8,5.16,1.02,9.51
Japan,Tokyo,Villa,High,Declining,0.47,382347,502268,659802,6.27,4.72,8.66,2.98,3.3
Turkey,Izmir,Condo,Middle,Booming,0.57,441914,468464,496609,1.2,5.27,7.55,2.68,9.84
India,Delhi,Townhouse,High,Declining,0.95,361414,542788,815185,10.04,5.87,4.62,2.15,9.45
Australia,Melbourne,Condo,Low,Declining,1.09,172498,213578,264439,4.76,7.58,6.21,1.13,8.97
South Africa,Johannesburg,Townhouse,Low,Declining,1.19,420554,614075,896647,9.2,3.25,8.89,2.34,11
Canada,Montreal,Villa,Middle,Stable,0.6,77923,102218,134089,6.24,3.62,7.44,3.85,9.22
Italy,Naples,Condo,Middle,Declining,1.1,253861,374293,551858,9.49,7.06,7.4,2.28,8.63
Germany,Berlin,Villa,Low,Booming,0.93,163888,245057,366425,9.91,7.7,5.19,2.95,9.63
France,Marseille,Apartment,Low,Booming,0.9,296202,454642,697833,10.7,4.69,1.55,3.46,9.07
Spain,Valencia,Condo,High,Stable,1.06,112346,119864,127884,1.34,7.61,2.33,3.33,10.41
Saudi Arabia,Riyadh,Villa,Middle,Declining,0.94,109068,154557,219018,8.34,7.33,4.83,1.95,6.99
Australia,Sydney,Townhouse,High,Booming,0.37,451412,689780,1054018,10.56,7.99,6.27,3.13,4.82
Germany,Berlin,Condo,High,Declining,0.9,342380,529204,817973,10.91,6.98,9.45,3.54,10.82
South Korea,Seoul,Townhouse,Middle,Declining,0.36,430683,596114,825089,7.68,4.28,1.51,2.87,5.95
Spain,Valencia,Apartment,Middle,Stable,0.72,356778,553532,858792,11.03,6.95,5.06,1.86,5.16
Brazil,Brasilia,Townhouse,Middle,Declining,0.64,99971,158365,250867,11.68,5.44,2.15,1.73,7.92
France,Marseille,Townhouse,Low,Stable,0.78,65977,103779,163240,11.46,3.65,1.15,0.77,8.22
USA,Saint Petersburg,Villa,Middle,Stable,0.42,68776,86575,108980,5.18,5.74,2.01,1.6,6.76
Italy,Rome,Townhouse,Middle,Booming,0.44,277733,304637,334146,1.94,2.28,5.68,1.37,3.86
Brazil,Rio de Janeiro,Condo,Low,Booming,0.68,461813,668847,968695,8.97,6.89,8.85,3.9,9.87
South Africa,Johannesburg,Condo,High,Booming,0.85,214442,246587,283552,3,6.12,9.95,2.14,9.51
South Korea,Seoul,Condo,Middle,Declining,0.75,244370,311735,397670,5.51,5.03,4.3,3.12,10.87
USA,Kazan,Villa,High,Booming,1.09,152464,235214,362877,10.86,4.05,3.78,3.04,5.74
Italy,Rome,Townhouse,Middle,Declining,0.35,218128,315589,456596,8.94,3.96,6.67,2.81,9.6
South Korea,Incheon,Condo,Low,Stable,1.11,244654,279282,318811,2.83,3.91,4.89,3,3.12
India,Bangalore,Apartment,High,Booming,0.58,400929,568907,807263,8.38,6.39,8.31,3.24,9.14
Russia,Chicago,Apartment,Low,Declining,0.7,492619,671435,915160,7.26,3.22,3.64,2.93,11.32
Brazil,Rio de Janeiro,Townhouse,Middle,Booming,0.46,87056,133617,205081,10.7,7.49,3.49,1.82,8.94
UK,Manchester,Villa,Low,Stable,0.6,444721,493271,547120,2.18,2.23,2.88,1.5,4.02
Australia,Brisbane,Villa,High,Declining,0.36,390023,444764,507188,2.81,7.48,4.31,2.85,5.03
Mexico,Mexico City,Condo,Middle,Booming,0.52,308619,419214,569441,7.17,6.61,7.82,2.85,7.04
Mexico,Guadalajara,Condo,Low,Stable,1.1,330160,526477,839525,11.89,6.92,1.4,1.62,8.15
USA,Kazan,Condo,Low,Booming,0.95,297651,441230,654067,9.65,3.7,2.66,0.69,8.16
Mexico,Monterrey,Condo,Middle,Declining,0.92,196767,273009,378792,7.75,2.31,1.89,2.96,6.31
France,Lyon,Condo,High,Booming,0.9,424275,644449,978880,10.38,3.03,5.38,3.07,9.97
Australia,Brisbane,Townhouse,Low,Booming,1.01,152675,176476,203988,3.12,5.54,7.67,1.62,3.94
Germany,Munich,Condo,High,Stable,0.95,184864,211022,240882,2.83,2.89,3.83,2.57,6.23
Turkey,Izmir,Apartment,High,Stable,0.32,93609,113246,137002,4.2,5.96,1.89,2.46,4.08
Turkey,Ankara,Apartment,Low,Booming,0.49,127485,138573,150625,1.74,6.03,5.17,3.41,3.89
South Korea,Busan,Villa,High,Stable,0.43,187906,276452,406724,9.42,3.83,4.68,1.56,3.72
Brazil,Brasilia,Townhouse,Low,Booming,1.15,296843,440309,653114,9.67,5.95,5.63,0.81,8.78
UAE,Abu Dhabi,Villa,Low,Stable,0.44,236472,330118,460849,7.92,6.69,7.17,2.85,4.34
India,Bangalore,Townhouse,Low,Declining,0.61,69311,100203,144865,8.91,7.72,3.38,0.81,7.28
Australia,Brisbane,Apartment,Low,Stable,1.07,298388,320985,345292,1.51,7.85,8.46,0.96,11.3
UAE,Sharjah,Townhouse,Low,Booming,0.71,217354,283338,369354,6.07,7.01,6.94,0.71,11.62
South Korea,Incheon,Condo,Low,Booming,0.43,385506,539660,755456,8,3.13,2.54,3.55,6.78
France,Paris,Apartment,Middle,Declining,0.89,276832,401419,582075,9,4.88,3.59,1.77,10.73
UAE,Dubai,Townhouse,Low,Declining,0.72,146052,228430,357273,11.28,6.78,1.5,4,9.25
France,Lyon,Apartment,Middle,Stable,0.44,156725,224250,320867,8.62,6.68,3.15,1.4,5.76
France,Marseille,Apartment,High,Stable,0.84,127317,140983,156115,2.15,6.07,8.01,2.25,6.27
USA,Kazan,Townhouse,Low,Booming,0.69,224784,354707,559724,11.56,6.61,2.87,1.84,7.9
USA,Kazan,Apartment,Middle,Booming,0.85,260683,389869,583077,9.91,6.61,5.55,3.49,9.76
South Korea,Incheon,Apartment,Middle,Stable,1,480380,574802,687784,3.93,3.61,9,3.2,11.34
Mexico,Guadalajara,Townhouse,High,Booming,0.36,332491,375563,424216,2.59,5.02,2.4,0.95,3.11
South Africa,Cape Town,Townhouse,High,Declining,0.87,211560,234378,259656,2.16,3.94,2.52,3.8,5.88
France,Marseille,Apartment,Low,Stable,0.6,427936,601792,846279,8.13,6.26,6.72,3.81,4.86
Indonesia,Bandung,Apartment,High,Stable,1.19,423930,582453,800252,7.48,5.97,6.84,0.7,4.96
Brazil,Brasilia,Villa,Low,Booming,1.17,290464,365431,459747,5.16,6.57,5.72,0.55,9.63
India,Delhi,Townhouse,High,Declining,0.96,124317,195944,308839,11.52,3.34,5.12,0.9,8.43
USA,Kazan,Townhouse,Low,Declining,0.64,208928,314403,473125,10.1,2.06,8.18,2.5,11.87
Canada,Toronto,Townhouse,High,Stable,0.83,74921,80754,87041,1.56,7.3,8.57,1.71,8.56
Australia,Melbourne,Condo,High,Declining,0.74,485224,763004,1199807,11.45,7.9,8.8,3.68,4.96
China,Shanghai,Condo,Low,Stable,1.05,368986,582825,920591,11.59,5.43,1.77,2.59,9.18
China,Beijing,Apartment,High,Stable,0.5,227351,313557,432451,7.58,4.24,4.37,0.97,11.47
USA,Moscow,Condo,High,Declining,0.98,50560,74378,109416,9.42,6.44,1.09,1.79,8.46
Canada,Vancouver,Townhouse,Low,Booming,0.71,400094,513721,659619,5.68,2.92,9.79,1.35,9.46
South Korea,Incheon,Townhouse,High,Declining,0.43,198056,256109,331178,5.86,3.15,5.05,1.05,8.03
Spain,Madrid,Condo,Low,Declining,0.9,78095,119417,182604,10.58,3.11,3.03,2.81,7.22
Italy,Naples,Condo,Middle,Booming,0.75,107670,160768,240051,9.86,5.7,2.22,1.81,10.29
UK,London,Condo,Middle,Declining,0.81,98892,124112,155764,5.1,3.46,5.66,3.45,6.93
Brazil,Rio de Janeiro,Condo,Middle,Stable,0.69,457408,625232,854631,7.34,5.4,3.36,2.63,8.18
USA,Saint Petersburg,Villa,Low,Booming,0.66,495813,761093,1168308,10.7,6.5,5.84,2.12,4.66
India,Mumbai,Townhouse,Low,Booming,0.58,398282,517593,672644,5.99,7.29,2.33,2.28,8.82
India,Bangalore,Condo,Low,Stable,0.77,450152,717659,1144136,11.89,2.7,2.17,0.96,9.13
India,Delhi,Apartment,High,Stable,0.64,379992,483733,615796,5.46,5.77,7.93,2.42,7.86
South Africa,Johannesburg,Condo,Low,Declining,0.38,234852,317092,428130,7,4.77,9.11,3.67,10.4
Canada,Vancouver,Condo,Middle,Stable,0.64,372785,472470,598813,5.35,3.4,4.09,0.75,5.99
France,Paris,Villa,Low,Stable,0.71,479966,586699,717167,4.45,7.41,3.06,1.17,7.67
Australia,Brisbane,Townhouse,Middle,Declining,0.91,69950,81952,96014,3.43,4.73,3.98,2.99,7.6
Canada,Vancouver,Apartment,Low,Stable,0.44,452509,548033,663722,4.22,6.39,8.02,3.87,7.49
Italy,Naples,Condo,High,Booming,0.85,200694,285588,406391,8.46,4.78,4.94,3.49,3.45
UAE,Sharjah,Apartment,Middle,Booming,1.09,433431,575814,764970,6.57,4.94,4.26,3.98,4
China,Beijing,Villa,Middle,Declining,0.83,356757,557925,872529,11.28,6.68,6.79,0.91,6.36
UK,Birmingham,Townhouse,Low,Stable,0.42,446546,652980,954847,9.25,6.55,6.87,2.27,4.35
Canada,Vancouver,Townhouse,High,Stable,0.6,111612,161693,234245,8.97,2.96,7.32,2.92,7.13
Germany,Frankfurt,Villa,Middle,Stable,0.42,191660,234985,288104,4.52,6.2,2.02,3.4,9.85
India,Mumbai,Villa,Low,Declining,0.47,373624,529680,750918,8.35,6.49,2.7,1.05,5.13
Russia,Los Angeles,Villa,Middle,Stable,0.63,407149,592752,862962,9.12,7.55,1.53,0.54,9.29
Spain,Madrid,Villa,High,Stable,0.55,200336,270601,365512,7.01,2.61,6.78,1.64,8.69
Indonesia,Jakarta,Villa,Low,Stable,1.05,127000,198372,309853,11.24,5.18,9.31,1.23,8.44
Japan,Osaka,Townhouse,Middle,Declining,0.66,398400,551087,762291,7.66,4.97,9.22,1.82,4.98
Russia,Los Angeles,Apartment,Low,Stable,0.85,330813,427245,551788,5.83,4.92,9.64,3.06,4
Japan,Tokyo,Townhouse,Middle,Stable,0.49,489009,708847,1027513,8.99,7.49,3.73,3.1,9.43
Italy,Naples,Apartment,Middle,Declining,0.57,297867,415548,579722,7.9,4.89,8.44,3.42,10.66
France,Marseille,Villa,Low,Stable,1.02,269638,339687,427935,5.2,6.99,5.41,1.36,7.57
USA,Saint Petersburg,Townhouse,Low,Stable,0.43,361233,446035,550745,4.7,3.56,9.61,3.22,10.08
Australia,Sydney,Condo,Low,Declining,0.86,427628,627561,920970,9.35,5.59,9.65,1.17,11.49
Japan,Osaka,Apartment,High,Declining,0.66,287780,321596,359385,2.35,5.24,6.5,3.99,11.78
Indonesia,Bandung,Townhouse,Low,Declining,1.17,206775,329846,526169,11.9,4.73,8.67,1.26,7.55
Russia,New York,Townhouse,Middle,Stable,1.17,476164,679036,968342,8.52,6.79,2.59,3.03,8.56
USA,Saint Petersburg,Apartment,Low,Declining,0.38,100922,111987,124266,2.19,6.35,2.28,2.14,6.21
France,Lyon,Apartment,High,Declining,0.8,367914,524866,748772,8.53,5.09,5.18,1.89,10.76
Turkey,Ankara,Villa,Low,Booming,0.6,166715,243207,354796,9.18,4.16,8.62,1.65,9.32
Italy,Rome,Apartment,High,Declining,0.34,223503,276871,342981,4.78,6.9,9.7,2.11,10.42
France,Lyon,Townhouse,Low,Booming,0.93,485324,726097,1086321,9.92,2.46,7.42,2.37,3.15
Indonesia,Bandung,Townhouse,Middle,Declining,0.53,464790,724763,1130147,11.19,6.79,9.84,3.32,3.09
UAE,Sharjah,Apartment,High,Booming,0.56,63781,70271,77422,2.04,3.31,5.53,3.47,10.76
China,Shanghai,Townhouse,Middle,Declining,0.85,467679,619691,821112,6.5,7.33,5.09,1.47,11.25
South Korea,Seoul,Townhouse,High,Declining,0.65,276532,340376,418959,4.62,5.98,9.96,0.59,11.1
Brazil,Sao Paulo,Villa,Middle,Declining,0.3,213903,244434,279323,2.85,6.54,1.46,2.44,5.65
UAE,Abu Dhabi,Townhouse,High,Booming,0.42,397318,464695,543498,3.39,3.34,3.48,2.55,8.94
South Korea,Incheon,Villa,High,Declining,0.32,158841,204434,263114,5.74,3.99,8.96,3.26,8.63
South Korea,Seoul,Condo,High,Stable,0.6,365303,553068,837346,10.28,5.57,8.06,3.12,8.15
Russia,Los Angeles,Condo,Middle,Declining,0.58,385602,448740,522215,3.27,6.68,8.24,3.38,7.26
Germany,Munich,Apartment,Middle,Declining,0.47,94876,138409,201918,9.18,7.32,6.86,1,11.41
China,Shenzhen,Townhouse,Middle,Booming,1.19,245020,337431,464694,7.54,6.66,7.63,3.89,4.03
Saudi Arabia,Dammam,Villa,Middle,Booming,0.82,361369,556347,856527,10.79,7.24,9.8,2.29,10.48
Brazil,Brasilia,Apartment,Low,Declining,0.68,240041,285491,339546,3.79,6.91,9.87,1.4,3.51
Turkey,Ankara,Villa,Low,Declining,1.03,329104,519271,819323,11.56,3.51,1.64,2.22,3.77
